Empresa,Instalacion,Equipo,Mantenimiento,Desconexion de carga,TiempoProgramado,TiempoEjecutado,DiferenciaTiempo,Empresa Afectada,TrabajosSuspendidos,TrabajosProrrogados
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,6.32,-6.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,10.97,-2.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,9.85,-3.15,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,14.52,1.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,6.30,-6.70,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,PROGRAMADO,0.00,13.00,8.40,-4.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,2.32,-10.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,5.13,-7.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,9.80,-3.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,13.00,12.02,-0.98,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U1,EMERGENTE,0.00,106.00,25.03,-80.97,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,4.50,-4.50,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,EMERGENTE,0.00,9.00,6.48,-2.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,EMERGENTE,0.00,9.00,8.07,-0.93,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,7.33,-1.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,9.75,0.75,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,9.53,0.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,EMERGENTE,0.00,9.00,9.17,0.17,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,4.58,-4.42,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,EMERGENTE,0.00,9.00,6.48,-2.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,EMERGENTE,0.00,9.00,5.88,-3.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,6.32,-2.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,10.97,1.97,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,EMERGENTE,0.00,9.00,9.85,0.85,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,14.52,5.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,6.30,-2.70,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,8.40,-0.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,2.32,-6.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,5.13,-3.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,EMERGENTE,0.00,9.00,9.80,0.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,12.02,3.02,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U2,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,9.00,6.48,-2.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,9.00,8.07,-0.93,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,7.33,-1.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,9.75,0.75,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,9.53,0.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,9.00,9.17,0.17,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,9.00,4.58,-4.42,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,6.48,-2.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,5.88,-3.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,6.32,-2.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,10.97,1.97,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,9.85,0.85,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,14.52,5.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,9.00,6.30,-2.70,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,9.00,8.40,-0.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,9.00,2.32,-6.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,5.13,-3.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,9.00,9.80,0.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,EMERGENTE,0.00,9.00,12.02,3.02,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición alta U3,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 1,PROGRAMADO,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,6.67,-6.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,8.22,-4.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,8.42,-4.58,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,10.35,-2.65,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,13.48,0.48,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,8.60,-4.40,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,10.10,-2.90,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,8.33,-4.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,6.85,-6.15,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,6.38,-6.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,12.40,-0.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,12.62,-0.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,11.97,-1.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,7.05,-5.95,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,13.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,4.95,-8.05,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,9.60,-3.40,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,8.52,-4.48,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,8.88,-4.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,8.33,-4.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,7.30,-5.70,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,7.18,-5.82,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,8.68,-4.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,6.25,-6.75,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,PROGRAMADO,0.00,13.00,13.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santa Rosa 2,EMERGENTE,0.00,13.00,13.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 1,EMERGENTE,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,6.67,-6.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,8.22,-4.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,8.42,-4.58,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,EMERGENTE,0.00,13.00,10.35,-2.65,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,EMERGENTE,0.00,13.00,13.48,0.48,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,EMERGENTE,0.00,13.00,8.60,-4.40,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,EMERGENTE,0.00,13.00,10.10,-2.90,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,8.33,-4.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,6.85,-6.15,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,6.38,-6.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,12.40,-0.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,12.62,-0.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,11.97,-1.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,7.05,-5.95,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,13.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,4.95,-8.05,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,9.60,-3.40,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,8.52,-4.48,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,8.88,-4.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,8.33,-4.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,EMERGENTE,0.00,13.00,7.30,-5.70,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,EMERGENTE,0.00,13.00,7.18,-5.82,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,8.68,-4.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,6.25,-6.75,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,EMERGENTE,0.00,13.00,13.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,EMERGENTE,0.00,13.00,13.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Santo Domingo 2,PROGRAMADO,0.00,13.00,13.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Sarapullo,PROGRAMADO,0.00,81.00,81.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Posición Sarapullo,PROGRAMADO,0.00,14.00,9.80,-4.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Alluriquín - Santo Domingo 230 kV,Circuito uno,PROGRAMADO,0.00,8.50,8.25,-0.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Alluriquín - Santo Domingo 230 kV,Circuito uno,EMERGENTE,0.00,8.50,7.57,-0.93,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Alluriquín - Santo Domingo 230 kV,Circuito uno,PROGRAMADO,0.00,7.00,8.78,1.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Alluriquín - Sarapullo 230 kV,Circuito uno,PROGRAMADO,0.00,8.50,9.27,0.77,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Alluriquín - Sarapullo 230 kV,Circuito uno,EMERGENTE,0.00,8.50,9.02,0.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición alta AT1,PROGRAMADO,0.00,9.00,5.93,-3.07,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición alta AT1,PROGRAMADO,0.00,9.00,5.93,-3.07,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición alta AT2,PROGRAMADO,0.00,9.00,8.10,-0.90,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición alta AT2,PROGRAMADO,0.00,9.00,8.10,-0.90,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Ambato 1,EMERGENTE,0.00,5.00,5.43,0.43,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Ambato 1,EMERGENTE,0.00,5.00,5.43,0.43,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Ambato 2,EMERGENTE,0.00,4.00,3.38,-0.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Ambato 2,EMERGENTE,0.00,4.00,3.38,-0.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición baja AT1,EMERGENTE,0.00,4.00,2.68,-1.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición baja AT1,EMERGENTE,0.00,4.00,2.52,-1.48,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición baja AT2,EMERGENTE,0.00,5.00,5.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición baja AT2,EMERGENTE,0.00,5.00,5.37,0.37,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Latacunga,EMERGENTE,0.00,4.00,2.87,-1.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Latacunga,PROGRAMADO,0.00,4.00,4.53,0.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Pucará,EMERGENTE,0.00,9.00,8.02,-0.98,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Pucará,EMERGENTE,0.00,9.00,8.02,-0.98,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Totoras,EMERGENTE,0.00,9.00,7.17,-1.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Totoras,EMERGENTE,0.00,9.00,7.17,-1.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Transferencia,PROGRAMADO,0.00,9.00,8.62,-0.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Transferencia,EMERGENTE,0.00,9.00,8.57,-0.43,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Transferencia,EMERGENTE,0.00,4.00,3.07,-0.93,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Posición Transferencia,EMERGENTE,0.00,4.00,3.07,-0.93,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Ambato,Transformador AT2,EMERGENTE,0.00,8.00,6.92,-1.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Barra 2,EMERGENTE,0.00,8.00,7.47,-0.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición acoplador,EMERGENTE,0.00,8.00,7.47,-0.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición acoplador,EMERGENTE,0.00,3.50,2.92,-0.58,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Central Baba,EMERGENTE,0.00,8.00,7.37,-0.63,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Central Baba,EMERGENTE,0.00,2.00,2.32,0.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Central Baba,PROGRAMADO,0.00,5.00,4.95,-0.05,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Central Baba,PROGRAMADO,0.00,3.50,2.60,-0.90,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Quevedo ,PROGRAMADO,0.00,6.00,3.50,-2.50,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Quevedo ,PROGRAMADO,0.00,2.00,1.42,-0.58,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Quevedo ,PROGRAMADO,0.00,8.00,5.12,-2.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Quevedo ,EMERGENTE,0.00,8.00,11.12,3.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Quevedo ,EMERGENTE,0.00,8.00,7.67,-0.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Quevedo ,PROGRAMADO,0.00,4.00,4.08,0.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Quevedo ,PROGRAMADO,0.00,2.50,2.12,-0.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Santo Domingo ,EMERGENTE,0.00,6.00,6.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Santo Domingo ,EMERGENTE,0.00,8.00,7.37,-0.63,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Santo Domingo ,EMERGENTE,0.00,2.00,1.35,-0.65,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Santo Domingo ,EMERGENTE,0.00,4.00,4.07,0.07,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baba,Posición Santo Domingo ,EMERGENTE,0.00,5.50,3.80,-1.70,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Bajo Alto -  San Idelfonso 138 kV,Circuito dos,PROGRAMADO,0.00,34.00,31.73,-2.27,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Bajo Alto -  San Idelfonso 138 kV,Circuito uno,PROGRAMADO,0.00,34.00,31.73,-2.27,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Agoyán 1,PROGRAMADO,0.00,4.00,4.73,0.73,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Agoyán 1,EMERGENTE,0.00,4.00,4.73,0.73,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Agoyán 2,PROGRAMADO,0.00,4.00,3.88,-0.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Agoyán 2,PROGRAMADO,0.00,4.00,3.88,-0.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición alta ATQ,PROGRAMADO,0.00,4.00,4.88,0.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición alta ATQ,EMERGENTE,0.00,4.00,4.88,0.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Topo,EMERGENTE,0.00,4.00,3.95,-0.05,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Topo,EMERGENTE,0.00,4.00,3.95,-0.05,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Totoras 1,EMERGENTE,0.00,4.00,5.70,1.70,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Totoras 1,EMERGENTE,0.00,4.00,4.95,0.95,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Totoras 2,PROGRAMADO,0.00,4.00,3.43,-0.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Totoras 2,PROGRAMADO,0.00,4.00,3.43,-0.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Transferencia,EMERGENTE,0.00,4.00,3.77,-0.23,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Posición Transferencia,PROGRAMADO,0.00,4.00,3.77,-0.23,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Subestación 138 kV,PROGRAMADO,0.00,9.00,9.83,0.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Subestación 69 kV,PROGRAMADO,0.00,9.00,8.75,-0.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Subestación Todos,EMERGENTE,0.00,3.00,2.38,-0.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Subestación Todos,PROGRAMADO,0.00,3.00,0.82,-2.18,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Subestación Todos,PROGRAMADO,0.00,5.00,2.48,-2.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Subestación Todos,PROGRAMADO,0.00,25.50,1.45,-24.05,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Subestación Todos,EMERGENTE,0.00,25.50,2.03,-23.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Baños,Subestación Todos,EMERGENTE,0.00,2.00,1.42,-0.58,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Bomboiza,Posición Mirador 1,EMERGENTE,17.67,7.00,7.03,0.03,EE. Regional Sur,NO,NO
