Empresa,Instalacion,Equipo,Mantenimiento,Desconexion de carga,TiempoProgramado,TiempoEjecutado,DiferenciaTiempo,Empresa Afectada,TrabajosSuspendidos,TrabajosProrrogados
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,9.80,-0.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,9.38,-0.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,9.77,-0.23,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,11.38,1.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,9.98,-0.02,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,250.00,250.22,0.22,0,NO,SI
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,10.10,0.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,9.52,-0.48,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,11.13,1.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,7.47,-2.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,9.43,-0.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,10.00,9.97,-0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,8.67,-0.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,8.67,-0.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,9.65,0.65,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,9.20,0.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,10.68,1.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,8.85,-0.15,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,9.00,9.67,0.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,9.00,6.75,-2.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,57.00,53.62,-3.38,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,225.00,200.02,-24.98,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,9.17,0.17,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,9.42,0.42,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,9.00,8.88,-0.12,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,4.00,3.38,-0.62,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,4.00,4.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,EMERGENTE,0.00,4.00,4.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito cuatro,PROGRAMADO,0.00,4.00,4.10,0.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,PROGRAMADO,0.00,177.50,177.70,0.20,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,PROGRAMADO,0.00,9.00,8.95,-0.05,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,PROGRAMADO,0.00,9.00,9.03,0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,PROGRAMADO,0.00,9.00,10.87,1.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,9.00,9.32,0.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,9.00,9.08,0.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,9.00,8.85,-0.15,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,9.00,9.10,0.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,9.00,8.48,-0.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,9.00,8.97,-0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,9.00,7.57,-1.43,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,10.00,3.13,-6.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,10.00,8.72,-1.28,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,10.00,9.53,-0.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,10.00,9.20,-0.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,EMERGENTE,0.00,10.00,9.93,-0.07,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,PROGRAMADO,0.00,9.50,8.68,-0.82,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito dos,PROGRAMADO,0.00,10.00,9.13,-0.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,EMERGENTE,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,EMERGENTE,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,10.00,10.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,4.00,4.73,0.73,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,4.00,8.25,4.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,PROGRAMADO,0.00,4.00,7.78,3.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito tres,EMERGENTE,0.00,4.00,4.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,EMERGENTE,0.00,177.50,129.70,-47.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,EMERGENTE,0.00,9.00,8.95,-0.05,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,EMERGENTE,0.00,9.00,9.03,0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,PROGRAMADO,0.00,9.00,10.87,1.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,PROGRAMADO,0.00,9.00,9.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,PROGRAMADO,0.00,9.00,9.32,0.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,PROGRAMADO,0.00,9.00,9.08,0.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,PROGRAMADO,0.00,9.00,8.85,-0.15,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,PROGRAMADO,0.00,9.00,9.10,0.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,PROGRAMADO,0.00,9.00,8.48,-0.52,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,PROGRAMADO,0.00,9.00,8.97,-0.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Pomasqui 230 kV,Circuito uno,PROGRAMADO,0.00,9.00,7.57,-1.43,0,NO,NO
CELEC EP - TRANSELECTRIC,Línea_Transmisión Pimampiro - Tulcán 138 kV,Circuito uno,PROGRAMADO,0.00,8.00,6.92,-1.08,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Autotransformador ATQ,PROGRAMADO,0.00,82.00,81.33,-0.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Autotransformador ATQ,EMERGENTE,0.00,80.00,76.28,-3.72,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Autotransformador ATQ,PROGRAMADO,0.00,81.00,76.25,-4.75,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Autotransformador ATQ,EMERGENTE,0.00,81.00,76.27,-4.73,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Autotransformador ATQ,PROGRAMADO,0.00,9.00,7.87,-1.13,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición alta ATQ,PROGRAMADO,0.00,82.00,75.42,-6.58,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición alta ATQ,PROGRAMADO,0.00,82.00,76.83,-5.17,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición alta ATQ,PROGRAMADO,0.00,9.00,3.93,-5.07,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición alta ATQ,PROGRAMADO,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Capacitor 1,PROGRAMADO,0.00,5.00,4.67,-0.33,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Capacitor 1,PROGRAMADO,0.00,10.00,8.25,-1.75,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Capacitor 2,PROGRAMADO,0.00,5.00,5.00,0.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Capacitor 2,PROGRAMADO,0.00,10.00,9.53,-0.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Cristavid,EMERGENTE,0.00,106.00,100.70,-5.30,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición F. Orellana,PROGRAMADO,0.00,10.00,10.80,0.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición F. Orellana,EMERGENTE,0.00,10.00,10.18,0.18,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición F. Orellana,EMERGENTE,0.00,10.00,9.37,-0.63,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición F. Orellana,EMERGENTE,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición F. Orellana,EMERGENTE,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 1,EMERGENTE,0.00,10.00,9.00,-1.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 1,EMERGENTE,0.00,10.00,10.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 1,PROGRAMADO,0.00,10.00,7.12,-2.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 1,PROGRAMADO,0.00,10.00,9.52,-0.48,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 1,PROGRAMADO,0.00,10.00,10.57,0.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 1,PROGRAMADO,0.00,10.00,9.58,-0.42,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 1,PROGRAMADO,0.00,51.00,54.05,3.05,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 2,PROGRAMADO,0.00,9.00,9.25,0.25,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 2,PROGRAMADO,0.00,10.00,5.43,-4.57,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 2,PROGRAMADO,0.00,10.00,8.12,-1.88,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 2,PROGRAMADO,0.00,10.00,7.53,-2.47,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Pascuales 2,PROGRAMADO,0.00,51.00,54.00,3.00,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Tres Cerritos,PROGRAMADO,0.00,82.00,81.33,-0.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Tres Cerritos,PROGRAMADO,0.00,9.00,8.77,-0.23,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Tres Cerritos,PROGRAMADO,0.00,9.00,10.53,1.53,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Tres Cerritos,PROGRAMADO,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Tres Cerritos,PROGRAMADO,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Posición Tres Cerritos,PROGRAMADO,0.00,9.00,9.00,0.00,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Subestación 138 kV,PROGRAMADO,0.00,9.00,6.97,-2.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Subestación Todos,PROGRAMADO,0.00,2.98,1.30,-1.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Subestación Todos,PROGRAMADO,0.00,10.00,8.50,-1.50,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Subestación Todos,PROGRAMADO,0.00,2.00,6.80,4.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Policentro,Subestación Todos,PROGRAMADO,0.00,5.00,0.68,-4.32,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Autotransformador ATT,PROGRAMADO,0.00,151.00,144.98,-6.02,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Autotransformador ATT,PROGRAMADO,0.00,8.00,5.27,-2.73,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Autotransformador ATT,PROGRAMADO,0.00,8.00,5.32,-2.68,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición acoplador,PROGRAMADO,0.00,7.00,2.08,-4.92,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición acoplador,PROGRAMADO,0.00,7.00,4.78,-2.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición acoplador,PROGRAMADO,0.00,7.00,4.78,-2.22,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición alta ATT,PROGRAMADO,0.00,7.00,5.33,-1.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición alta ATT,PROGRAMADO,0.00,7.00,5.33,-1.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición alta ATU,PROGRAMADO,0.00,8.00,4.83,-3.17,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición alta ATU,PROGRAMADO,0.00,8.00,4.83,-3.17,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición baja ATT,PROGRAMADO,0.00,3.50,2.90,-0.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición baja ATT,PROGRAMADO,0.00,3.50,2.90,-0.60,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición baja ATU,PROGRAMADO,0.00,3.50,3.60,0.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición baja ATU,PROGRAMADO,0.00,3.50,3.60,0.10,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Gualo,PROGRAMADO,0.00,3.50,2.58,-0.92,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Gualo,PROGRAMADO,0.00,3.50,2.58,-0.92,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Ibarra 2,PROGRAMADO,0.00,3.50,1.70,-1.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Ibarra 2,PROGRAMADO,0.00,3.50,1.70,-1.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Inga 1,PROGRAMADO,0.00,8.00,5.17,-2.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Inga 1,PROGRAMADO,0.00,8.00,5.17,-2.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Inga 2,PROGRAMADO,0.00,8.00,4.97,-3.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Inga 2,PROGRAMADO,0.00,8.00,4.97,-3.03,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Pimampiro 1,PROGRAMADO,0.00,7.00,5.83,-1.17,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Pimampiro 1,PROGRAMADO,0.00,7.00,5.83,-1.17,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Pimampiro 2,PROGRAMADO,0.00,7.00,4.18,-2.82,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Pimampiro 2,PROGRAMADO,0.00,7.00,4.18,-2.82,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Pimampiro 3,PROGRAMADO,0.00,7.00,5.82,-1.18,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Pimampiro 3,PROGRAMADO,0.00,7.00,5.82,-1.18,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Pimampiro 4,PROGRAMADO,0.00,4.00,3.70,-0.30,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Pimampiro 4,PROGRAMADO,0.00,7.00,5.13,-1.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Pimampiro 4,PROGRAMADO,0.00,7.00,5.13,-1.87,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Quito 1,PROGRAMADO,0.00,3.50,1.70,-1.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Quito 1,PROGRAMADO,0.00,3.50,1.70,-1.80,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Quito 2,PROGRAMADO,0.00,3.50,2.67,-0.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Quito 2,PROGRAMADO,0.00,3.50,2.67,-0.83,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Reactor RCW,PROGRAMADO,0.00,7.00,6.08,-0.92,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Reactor RCW,EMERGENTE,0.00,7.00,6.08,-0.92,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición San Antonio,PROGRAMADO,0.00,3.50,0.72,-2.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición San Antonio,PROGRAMADO,0.00,3.50,0.72,-2.78,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Santa Rosa 1,PROGRAMADO,0.00,5.00,3.33,-1.67,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Pomasqui,Posición Santa Rosa 1,PROGRAMADO,0.00,4.00,2.10,-1.90,0,NO,NO
