Country,Powerplant_Name,gppd_idnr,Capacity_MW,Latitude,Longitude,PrimaryFuel,Owner,Source
Argentina,PICO TRUNCADO I,ARG0000304,45.6,-34.8386,-67.9498,Gas,CT PATAGONICAS SA,Ministerio de Energia y Minas
Argentina,PIEDRA DEL AGUILA CPSA,ARG0000233,1400,-34.8386,-63.8314,Hydro,CENTRAL PUERTO S.A,Ministerio de Energia y Minas
Argentina,PIEDRAS MORAS,ARG0000099,6.3,-34.8386,-64.2438,Hydro,EPEC,Ministerio de Energia y Minas
Argentina,PILAR  BICENTENARIO,ARG0000100,467,-34.8386,-63.8314,Gas,EPEC,Ministerio de Energia y Minas
Argentina,PILAR ZANICHELLI,ARG0000101,216,-34.8386,-63.8344,Coal,EPEC,Ministerio de Energia y Minas
Argentina,PLANICIE BANDERITA,ARG0000241,472,-34.8386,-65.7997,Hydro,DUKE ENERGY CERROS COLORADOS SA,Ministerio de Energia y Minas
Argentina,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,ARG0000298,1.2,-34.8386,-68.6752,Solar,EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO,Ministerio de Energia y Minas
Argentina,PRESIDENTE SARMIENTO,ARG0000289,31.5,-34.8386,-68.5399,Gas,AES ARGENTINA GENERACION S.A.,Ministerio de Energia y Minas
Argentina,PUEBLO VIEJO,ARG0000340,19.2,-34.8386,-65.7523,Hydro,H. TUCUMAN SA,Ministerio de Energia y Minas
Argentina,PUERTO MADRYN,ARG0000073,42,-34.8386,-65.1048,Gas,CT PATAGONICAS SA,Ministerio de Energia y Minas
Argentina,PUERTO NUEVO,ARG0000045,589,-34.8386,-58.3788,Coal,CT PUERTO SA,Ministerio de Energia y Minas
Argentina,PUNTA ALTA - CENTENARIO,ARG0000017,1.8,-34.8386,-61.8984,Wind,COOPERATIVAS,Ministerio de Energia y Minas
Argentina,QUEBRADA DE ULLUM,ARG0000299,45,-34.8386,-61.5203,Hydro,EPSE - ENERGIA PROVINCIAL SOCIEDAD DEL ESTADO,Ministerio de Energia y Minas
Argentina,RIO CORRALITO,ARG0000282,13.2,-34.8386,-65.686,Hydro,AES ARGENTINA GENERACION S.A.,Ministerio de Energia y Minas
Argentina,RIO CUARTO,ARG0000103,35.57,-34.8386,-64.3649,Gas,EPEC,Ministerio de Energia y Minas
Argentina,RIO GRANDE,ARG0000104,750,-34.8386,-67.7222,Hydro,EPEC,Ministerio de Energia y Minas
Argentina,RIO HONDO,ARG0000332,19,-34.8386,-64.8861,Hydro,H. RIO HONDO SA,Ministerio de Energia y Minas
Argentina,SALTO ANDERSEN,ARG0000271,7.9,-34.8386,-64.8296,Hydro,DPA RIO NEGRO,Ministerio de Energia y Minas
Argentina,SALTO GRANDE MITAD ARGENTINA,ARG0000144,945,-34.8386,-68.6752,Hydro,CTMSG,Ministerio de Energia y Minas
Argentina,SAN FRANCISCO,ARG0000105,40,-34.8386,-62.1119,Gas,EPEC,Ministerio de Energia y Minas
Argentina,SAN MARTIN DE LOS ANDES,ARG0000250,4.218,-34.8386,-71.334,Oil,EPEN,Ministerio de Energia y Minas
Argentina,SAN NICOLAS,ARG0000002,644,-34.8386,-60.1729,Coal,AES ARGENTINA GENERACION S.A.,Ministerio de Energia y Minas
Argentina,SAN PEDRO,ARG0000227,2.216,-34.8386,-54.1102,Oil,EMSA,Ministerio de Energia y Minas
Argentina,SAN ROQUE,ARG0000107,26,-34.8386,-64.3938,Hydro,EPEC,Ministerio de Energia y Minas
Argentina,SANTA ISABEL,ARG0000181,2.25,-34.8386,-66.9381,Oil,APE,Ministerio de Energia y Minas
Argentina,SANTO TOME,ARG0000135,2.684,-34.8386,-56.0722,Oil,DPEC,Ministerio de Energia y Minas
Argentina,SORRENTO,ARG0000313,226,-34.8386,-60.6807,Coal,GENERACION ROSARIO SA,Ministerio de Energia y Minas
Argentina,SUDOESTE,ARG0000108,140,-34.8386,-64.2388,Gas,EPEC,Ministerio de Energia y Minas
Argentina,TARTAGAL,ARG0000283,17,-34.8386,-63.797,Gas,AES ARGENTINA GENERACION S.A.,Ministerio de Energia y Minas
Argentina,TENARIS SIDERCA CETE II,ARG0000034,163.2,-34.8386,-60.1435,Gas,SIDERCA SAIC,Ministerio de Energia y Minas
Argentina,TOSTADO,ARG0000312,3.2,-34.8386,-61.7577,Oil,EPESF,Ministerio de Energia y Minas
Argentina,ULLUM,ARG0000290,42,-34.8386,-68.7556,Hydro,AES ARGENTINA GENERACION S.A.,Ministerio de Energia y Minas
Argentina,URUGUA-I,ARG0000228,120,-34.8386,-54.5687,Hydro,EMSA,Ministerio de Energia y Minas
Argentina,VENADO TUERTO,ARG0000309,9.1,-34.8386,-61.9555,Oil,COOPERATIVA,Ministerio de Energia y Minas
Argentina,VILLA GESELL,ARG0000009,130,-34.8386,-56.9973,Gas,CENTRALES DE LA COSTA ATLANTICA SA,Ministerio de Energia y Minas
Argentina,VILLA MARIA LAS PLAYAS,ARG0000109,48,-34.8386,-67.0881,Gas,EPEC,Ministerio de Energia y Minas
Argentina,VUELTA DE OBLIGADO,ARG0000308,560,-34.8386,-60.7903,Gas,CENTRAL VUELTA DE OBLIGADO SA,Ministerio de Energia y Minas
Bolivia,Aranjuez Power Plant Bolivia,GEODB0044762,36.7,-34.8386,-65.2697,Gas,sd,GEODB
Bolivia,Botijlaca Hydroelectric Power Plant Bolivia,GEODB0044740,10.6,-34.8386,-68.1405,Hydro,sd,GEODB
Bolivia,Bulo Bulo OCGT Power Plant Bolivia,GEODB0041946,90,-34.8386,-64.5409,Gas,sd,GEODB
Bolivia,Cahua Hydroelectric Power Plant Bolivia,GEODB0044748,30,-34.8386,-67.9939,Hydro,sd,GEODB
Bolivia,Carrasco OCGT Power Plant Bolivia,GEODB0044736,152.6,-34.8386,-64.5275,Gas,sd,GEODB
Bolivia,Chojlla Hydroelectric Power Plant Bolivia,GEODB0044750,38.4,-34.8386,-67.7725,Hydro,sd,GEODB
Bolivia,Chururaqui Hydroelectric Power Plant Bolivia,GEODB0044746,34,-34.8386,-68.067,Hydro,sd,GEODB
Bolivia,Corani Hydroelectric Power Plant Bolivia,GEODB0044721,54,-34.8386,-65.8758,Hydro,sd,GEODB
Bolivia,Cutichucho Hydroelectric Power Plant Bolivia,GEODB0044741,24,-34.8386,-68.1158,Hydro,sd,GEODB
Bolivia,El Alto El Kenko Power Plant Bolivia,GEODB0044735,80.42,-34.8386,-68.1811,Gas,sd,GEODB
Bolivia,Entre Rios Power Plant Bolivia,GEODB0044720,120,-34.8386,-64.1714,Gas,sd,GEODB
Bolivia,Guaracachi CCGT Power Plant Bolivia,GEODB0042663,350,-34.8386,-63.1521,Gas,sd,GEODB
Bolivia,Harca Hydroelectric Power Plant Bolivia,GEODB0044747,30,-34.8386,-68.0336,Hydro,sd,GEODB
Bolivia,Huaji Hydroelectric Power Plant Bolivia,GEODB0044749,34,-34.8386,-67.9566,Hydro,sd,GEODB
Bolivia,Karachipampa Power Plant Bolivia,GEODB0044756,14.4,-34.8386,-65.722,Gas,sd,GEODB
Bolivia,Sainani Hydroelectric Power Plant Bolivia,GEODB0044743,11,-34.8386,-68.09,Hydro,sd,GEODB
Bolivia,Santa Cruz Power Plant Bolivia,GEODB0044755,42.3,-34.8386,-63.1398,Gas,sd,GEODB
Bolivia,Santa Isabel Hydroelectric Power Plant Bolivia,GEODB0044722,93.4,-34.8386,-65.8232,Hydro,sd,GEODB
Bolivia,Santa Rosa Hydroelectric Power Plant Bolivia,GEODB0044742,18,-34.8386,-68.1095,Hydro,sd,GEODB
Bolivia,Tiquimani Hydroelectric Power Plant Bolivia,GEODB0044739,9.6,-34.8386,-68.1235,Hydro,sd,GEODB
Bolivia,Valle Hermoso Power Plant Bolivia,GEODB0044734,167,-34.8386,-66.1169,Gas,sd,GEODB
Bolivia,Yanacachi Norte Hydroelectric Power Plant Bolivia,GEODB0044752,51.1,-34.8386,-67.7373,Hydro,sd,GEODB
Bolivia,Zongo Hydroelectric Power Plant Bolivia,GEODB0044738,11,-34.8386,-68.1227,Hydro,sd,GEODB
Brazil,14 de Julho,BRA0000012,100.71,-34.8386,-51.6749,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,3M Itapetininga,BRA0028642,3.84,-34.8386,-48.0901,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,3M Sumaré,BRA0028919,6.4,-34.8386,-47.1781,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,AJ Rorato,BRA0031076,2.19,-34.8386,-52.4869,Oil,sd,Agencia Nacional de Energiz Brazil
Braz+A3990il,ALLIANZ PARQUE,BRA0032153,3.8744,-34.8386,-46.6691,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,AMBEV - João Pessoa,BRA0030050,1.35,-34.8386,-34.8536,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,ANHANGUERA EDUCACIONAL SA - CAMPO GRANDE,BRA0032667,2.16,-34.8386,-54.5918,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,AREVALE,BRA0032860,2,-34.8386,-45.3275,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,ARS,BRA0000161,6.66,-34.8386,-54.8189,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,AVG I-II,BRA0031329,4.8,-34.8386,-44.2871,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Abatedouro São Salvador,BRA0028991,3.688,-34.8386,-49.7867,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Abranjo I,BRA0030400,4.86,-34.8386,-52.6272,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Abrasa,BRA0000016,1.46,-34.8386,-52.1902,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Abunã,BRA0000017,3.18,-34.8386,-65.3633,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Adria,BRA0028963,2.04,-34.8386,-48.3125,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Adriana Agrícola,BRA0030428,1.46,-34.8386,-53.5185,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional Eduardo Gomes,BRA0029310,1.008,-34.8386,-60.0239,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional Pinto Martins - Terminal de Passageiros TPS-1,BRA0029304,1.08,-34.8386,-38.5321,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional Salgado Filho,BRA0029379,2.704,-34.8386,-51.2205,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional Tancredo Neves,BRA0029481,2.2,-34.8386,-43.9625,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional de Brasília,BRA0029569,2.42,-34.8386,-47.9072,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional de Congonhas - São Paulo,BRA0029351,2.273,-34.8386,-46.6464,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional de Rio Branco,BRA0029317,1.032,-34.8386,-67.8905,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional de Salvador,BRA0029861,2.023,-34.8386,-38.3153,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional de São Paulo/Guarulhos-Central Elétrica de Emergência CEE,BRA0029584,9.6,-34.8386,-46.4571,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional de Viracopos - Campinas,BRA0029369,3.865,-34.8386,-47.1249,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aeroporto Internacional do Recife,BRA0029868,2.368,-34.8386,-34.9085,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Agostinho Rodrigues,BRA0028942,1.3005,-34.8386,-43.7981,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Agro Trafo,BRA0000031,14.683,-34.8386,-46.6722,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Agroalcool,BRA0029929,1.2,-34.8386,-49.8415,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Agropéu,BRA0032677,21.6,-34.8386,-44.985,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Agrovale,BRA0028696,14,-34.8386,-40.3564,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Agudo,BRA0031040,3.9,-34.8386,-51.5067,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Agudos Ambev,BRA0029076,4.8,-34.8386,-48.9785,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aguti,BRA0029711,3.893,-34.8386,-49.0858,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Ahlstrom,BRA0029706,1.3,-34.8386,-46.9415,Gas,sd,Agencia Nacional de Energiz Brazil
Brazil,Aimorés,BRA0000042,330,-34.8386,-41.0236,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Ala Polo,BRA0031182,1.456,-34.8386,-46.6386,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Albano Machado,BRA0029514,3,-34.8386,-52.8036,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Albatroz,BRA0029085,4.8,-34.8386,-34.968,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Albertina,BRA0027536,4.25,-34.8386,-47.9605,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Albrás,BRA0027387,4.96,-34.8386,-48.6165,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Alcoa Beneficiamento,BRA0030167,9.828,-34.8386,-56.1625,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Alcoa Porto,BRA0030168,5.644,-34.8386,-56.1635,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Alcomira,BRA0028049,2.4,-34.8386,-51.2083,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Alcon,BRA0029150,11.2,-34.8386,-39.9358,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Alcon Laboratórios do Brasil,BRA0030821,1.265,-34.8386,-46.6266,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Alcoolvale,BRA0029299,4.2,-34.8386,-51.2895,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Alcídia,BRA0027913,38.1,-34.8386,-52.5145,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Alecrim,BRA0000047,72,-34.8386,-47.5067,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alegre,BRA0000048,2.056,-34.8386,-41.5306,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alegria I,BRA0028444,51,-34.8386,-36.3629,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Alegria II,BRA0028443,100.65,-34.8386,-36.3833,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Alhandra,BRA0029112,6.3,-34.8386,-34.9344,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Almirante Álvaro Alberto - Unidade I Antiga Angra I,BRA0000100,640,-34.8386,-44.4574,Nuclear,sd,Agencia Nacional de Energiz Brazil
Brazil,Almirante Álvaro Alberto - Unidade II Antiga Angra II,BRA0000101,1350,-34.8386,-44.4588,Nuclear,sd,Agencia Nacional de Energiz Brazil
Brazil,Alta Floresta,BRA0000058,5,-34.8386,-62.0425,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alta Mogiana,BRA0000060,75,-34.8386,-47.8662,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Altero Design,BRA0030560,2.032,-34.8386,-50.9975,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Alterosa,BRA0029991,8,-34.8386,-44.5989,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Alto Benedito Novo,BRA0000068,2.544,-34.8386,-49.3972,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alto Benedito Novo I,BRA0028802,15,-34.8386,-49.4333,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alto Brejaúba,BRA0030687,1.35,-34.8386,-42.446,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alto Fêmeas I,BRA0027414,10.649,-34.8386,-45.2,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alto Irani,BRA0028748,21,-34.8386,-52.4303,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alto Jatapu,BRA0000076,5,-34.8386,-59.3333,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alto Paraguai Pedro Pedrossian,BRA0000078,1.68,-34.8386,-56.4025,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Alto Sucuriú,BRA0028817,29,-34.8386,-52.8994,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Altos,BRA0028538,13.12,-34.8386,-42.4358,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Alumar,BRA0029591,75.2,-34.8386,-44.3415,Coal,sd,Agencia Nacional de Energiz Brazil
Brazil,Alunorte,BRA0028916,103.854,-34.8386,-48.723,Coal,sd,Agencia Nacional de Energiz Brazil
Brazil,Alvarães,BRA0000082,3.18,-34.8386,-64.7739,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Alvorada,BRA0028580,8,-34.8386,-46.8541,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Alvorada,BRA0030320,8,-34.8386,-42.5911,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Amador Aguiar I Antiga Capim Branco I,BRA0027483,243.675,-34.8386,-48.1472,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Amador Aguiar II Antiga Capim Branco II,BRA0027484,210,-34.8386,-48.4353,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Amandina,BRA0030115,120,-34.8386,-53.5685,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Amapá Garden Shopping,BRA0031250,4.6,-34.8386,-51.072,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Amaturá,BRA0000087,1.92,-34.8386,-68.1866,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Ambient,BRA0030472,1.5,-34.8386,-47.8035,Waste,sd,Agencia Nacional de Energiz Brazil
Brazil,Americana,BRA0000089,30,-34.8386,-47.2842,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Ametista,BRA0030779,28.56,-34.8386,-42.7002,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Amparo,BRA0029069,22.5,-34.8386,-51.5646,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Anagé,BRA0031092,1,-34.8386,-41.1889,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Anamã,BRA0000092,1.299,-34.8386,-61.4128,Gas,sd,Agencia Nacional de Energiz Brazil
Brazil,Angelina Antiga Portobello - Corredeira do Encano,BRA0002133,26.29,-34.8386,-48.9828,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Angical,BRA0030732,12.95,-34.8386,-42.6137,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Angélica,BRA0029670,96,-34.8386,-53.7618,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Anhanguera,BRA0028734,22.68,-34.8386,-47.8667,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Anna Maria,BRA0000104,1.68,-34.8386,-43.4539,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Anori,BRA0000105,2.742,-34.8386,-61.6518,Gas,sd,Agencia Nacional de Energiz Brazil
Brazil,Antunes,BRA0030880,1,-34.8386,-51.195,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Antônio Brennand Antiga  Alto Jauru,BRA0000077,21.96,-34.8386,-58.7517,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Antônio Dias,BRA0030954,1.35,-34.8386,-42.8583,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Antônio Viel,BRA0029680,2.9028,-34.8386,-51.5481,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Aparecida Parte I,BRA0027250,240.74,-34.8386,-60.0233,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aparecida Parte II,BRA0030275,8.4,-34.8386,-60.0233,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aparecida Parte III,BRA0030276,2.4,-34.8386,-60.0281,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Apiacás,BRA0000114,3.148,-34.8386,-57.3722,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Apiaí,BRA0000116,1,-34.8386,-49.0636,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Apolônio Sales Antiga Moxotó,BRA0001510,400,-34.8386,-38.2083,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Aporé,BRA0029104,1,-34.8386,-52.5842,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Apuí,BRA0000124,5,-34.8386,-59.8775,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aquarius,BRA0000859,4.2,-34.8386,-54.9167,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Aquibatã,BRA0029052,30,-34.8386,-51.7532,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Aracati,BRA0028531,11.48,-34.8386,-37.7605,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aracruz,BRA0000127,210.4,-34.8386,-40.0747,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Araguaia Shopping,BRA0030722,2.4,-34.8386,-49.2653,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Araguassu,BRA0028683,1.2,-34.8386,-51.6235,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Aralco,BRA0028488,4.8,-34.8386,-50.4015,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Araras DPA,BRA0032744,1.28,-34.8386,-47.3713,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Araras Nescafé,BRA0032845,1.052,-34.8386,-47.3715,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Aratuá I,BRA0030121,14.4,-34.8386,-36.3377,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Araucária,BRA0027733,484.15,-34.8386,-49.3464,Gas,sd,Agencia Nacional de Energiz Brazil
Brazil,Areal,BRA0000140,18,-34.8386,-43.0833,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Areal,BRA0000141,5.14917,-34.8386,-44.0875,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Areia,BRA0028446,11.4,-34.8386,-46.7361,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Areia Branca,BRA0030340,27.3,-34.8386,-36.9009,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Areia Branca,BRA0027910,19.8,-34.8386,-41.8028,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Arembepe Antiga Camaçari Pólo de Apoio I,BRA0029555,150,-34.8386,-38.2925,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Arizona 1,BRA0030622,28,-34.8386,-35.382,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Arroio Trinta,BRA0031216,1,-34.8386,-51.2797,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Arrudas,BRA0030224,2.4,-34.8386,-43.8783,Waste,sd,Agencia Nacional de Energiz Brazil
Brazil,Artivinco Antiga Rio Pardo,BRA0028815,4.5,-34.8386,-47.3568,Biomass,sd,Agencia Nacional de Energiz Brazil
Brazil,Arturo Andreoli Antiga Júlio de Mesquita Filho,BRA0001278,29.072,-34.8386,-53.0742,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Arvoredo,BRA0028755,13,-34.8386,-52.4833,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Asa Branca I,BRA0030505,27,-34.8386,-35.8266,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Asa Branca II,BRA0030547,27,-34.8386,-35.8808,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Asa Branca III,BRA0030548,27,-34.8386,-35.8436,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Asa Branca IV,BRA0030498,32,-34.8386,-35.9916,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Asa Branca V,BRA0030507,32,-34.8386,-36.0088,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Asa Branca VI,BRA0030520,32,-34.8386,-35.9987,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Asa Branca VII,BRA0030513,32,-34.8386,-35.943,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Asa Branca VIII,BRA0030508,32,-34.8386,-35.9804,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Asfor,BRA0000162,3.35,-34.8386,-38.5182,Gas,sd,Agencia Nacional de Energiz Brazil
Brazil,Asja BH,BRA0030191,4.278,-34.8386,-43.9465,Waste,sd,Agencia Nacional de Energiz Brazil
Brazil,Aspebras Bahia,BRA0031505,1.64,-34.8386,-38.3913,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Assembleia Paraense,BRA0030403,1.524,-34.8386,-48.4363,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Assis Brasil - TECG,BRA0034375,2.2,-34.8386,-69.5747,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Assis ChateaubriandAntiga Salto Mimoso,BRA0028012,29.5,-34.8386,-53.5676,Hydro,sd,Agencia Nacional de Energiz Brazil
Brazil,Associação Pró-Ensino Novo Hanburgo,BRA0029637,1.944,-34.8386,-51.1211,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Assuruá II,BRA0031343,30,-34.8386,-42.6791,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Assuruá V,BRA0031341,20,-34.8386,-42.6949,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Assuruá VII,BRA0031356,18,-34.8386,-42.7,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Atacadão Ipiranga,BRA0033354,1.08,-34.8386,-46.5918,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Atacadão Jacui,BRA0033311,1,-34.8386,-46.4467,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Atacadão Matriz,BRA0033343,1.48,-34.8386,-46.5762,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Atacadão SA Brasilia,BRA0033561,1.08,-34.8386,-47.8961,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Atacadão SA Cuiaba Porto,BRA0033525,1.2,-34.8386,-56.0933,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Atacadão SA Taguatinga,BRA0033384,1.12,-34.8386,-47.8822,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Atalaia,BRA0028586,4.6,-34.8386,-37.0625,Gas,sd,Agencia Nacional de Energiz Brazil
Brazil,Atalaia do Norte,BRA0000168,1.52,-34.8386,-70.1461,Oil,sd,Agencia Nacional de Energiz Brazil
Brazil,Atlântica,BRA0029088,4.8,-34.8386,-34.9737,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Atlântica I,BRA0030457,30,-34.8386,-50.3161,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Atlântica II,BRA0030462,30,-34.8386,-50.3234,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Atlântica IV,BRA0030461,30,-34.8386,-50.335,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Atlântica V,BRA0030480,30,-34.8386,-50.305,Wind,sd,Agencia Nacional de Energiz Brazil
Brazil,Atos,BRA0031471,3,-34.8386,-57.8132,Biomass,sd,Agencia Nacional de Energiz Brazil
