Country,Powerplant_Name,gppd_idnr,Capacity_MW,Latitude,Longitude,PrimaryFuel,Owner,Source
United States of America,Ames Hydro,USA0006207,3.6,-34.8386,-107.8831,Hydro,Public Service Co of Colorado,U.S. Energy Information Administration
United States of America,Amethyst Solar,USA0058730,3,-34.8386,-81.9264,Solar,Amethyst Solar LLC,U.S. Energy Information Administration
United States of America,Amherst College Co Gen,USA0058185,1.7,-34.8386,-72.5122,Gas,Amherst College,U.S. Energy Information Administration
United States of America,Amistad Dam & Power,USA0006128,66,-34.8386,-101.0601,Hydro,International Bound & Wtr Comm,U.S. Energy Information Administration
United States of America,Amoskeag,USA0002354,16,-34.8386,-71.4721,Hydro,Public Service Co of NH,U.S. Energy Information Administration
United States of America,Ampersand Chowchilla Biomass LLC,USA0056706,12.5,-34.8386,-120.2485,Waste,Ampersand Chowchilla Biomass LLC,U.S. Energy Information Administration
United States of America,Amphitheater High School Solar,USA0060684,1,-34.8386,-110.975,Solar,Constellation Solar Arizona 2  LLC,U.S. Energy Information Administration
United States of America,Anacacho Wind Farm  LLC,USA0058000,99.8,-34.8386,-100.2092,Wind,E ON Climate Renewables N America LLC,U.S. Energy Information Administration
United States of America,Anadarko,USA0002945,7.8,-34.8386,-81.1155,Oil,City of Woodsfield - OH,U.S. Energy Information Administration
United States of America,Anadarko Plant,USA0003006,534.9,-34.8386,-98.23,Gas,Western Farmers Elec Coop  Inc,U.S. Energy Information Administration
United States of America,Anaheim GT,USA0007693,49.2,-34.8386,-117.8563,Gas,City of Anaheim - CA,U.S. Energy Information Administration
United States of America,Anaheim Solar Energy Plant,USA0059416,2.1,-34.8386,-117.9197,Solar,Anaheim Public Utilities,U.S. Energy Information Administration
United States of America,Anchor Wind  LLC,USA0058044,6,-34.8386,-91.2342,Wind,Acciona Energy USA Global  LLC,U.S. Energy Information Administration
United States of America,Anchorage 1,USA0000075,77.9,-34.8386,-149.8661,Gas,Anchorage Municipal Light and Power,U.S. Energy Information Administration
United States of America,Anclote,USA0008048,1112.4,-34.8386,-82.7886,Gas,Duke Energy Florida  LLC,U.S. Energy Information Administration
United States of America,Anderson,USA0007336,168.7,-34.8386,-85.7389,Gas,Indiana Municipal Power Agency,U.S. Energy Information Administration
United States of America,Anderson Erickson,USA0056138,2,-34.8386,-93.5765,Oil,MidAmerican Energy Co,U.S. Energy Information Administration
United States of America,Anderson Farm LLC,USA0059115,1.9,-34.8386,-78.5167,Solar,Anderson Farm LLC,U.S. Energy Information Administration
United States of America,Anderson Power Products Division,USA0010553,1,-34.8386,-71.7433,Oil,Anderson Power Products,U.S. Energy Information Administration
United States of America,Anderson Ranch,USA0006395,40,-34.8386,-115.4515,Hydro,U S Bureau of Reclamation,U.S. Energy Information Administration
United States of America,Anderson Regional Landfill,USA0056121,3.2,-34.8386,-82.4621,Waste,South Carolina Public Service Authority,U.S. Energy Information Administration
United States of America,Anderson Wind I,USA0058939,5,-34.8386,-103.8558,Wind,BayWa r.e Wind LLC,U.S. Energy Information Administration
United States of America,Anderson Wind II,USA0058940,10,-34.8386,-103.865,Wind,BayWa r.e Wind LLC,U.S. Energy Information Administration
United States of America,Andrew Solar,USA0059497,5,-34.8386,-77.1099,Solar,Cypress Creek Renewables,U.S. Energy Information Administration
United States of America,Andromeda Community Solar,USA0061181,4.5,-34.8386,-94.0316,Solar,Andromeda Community Solar,U.S. Energy Information Administration
United States of America,Androscoggin 3,USA0001480,3.6,-34.8386,-70.2015,Hydro,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration
United States of America,Androscoggin Energy Center,USA0055031,163.5,-34.8386,-70.2423,Gas,Verso Paper Androscoggin LLC,U.S. Energy Information Administration
United States of America,Androscoggin Mill,USA0054085,80,-34.8386,-70.2395,Biomass,Verso Paper Androscoggin LLC,U.S. Energy Information Administration
United States of America,Angel Solar,USA0058731,5,-34.8386,-81.2086,Solar,Cypress Creek Renewables,U.S. Energy Information Administration
United States of America,Angels,USA0000215,1.4,-34.8386,-120.5394,Hydro,Utica Water & Power Authority,U.S. Energy Information Administration
United States of America,Angier Farm,USA0058867,5,-34.8386,-78.75,Solar,Angier Farm LLC,U.S. Energy Information Administration
United States of America,Angoon,USA0007462,1.5,-34.8386,-134.5861,Oil,Inside Passage Elec Coop  Inc,U.S. Energy Information Administration
United States of America,Angus Anson,USA0007237,405.7,-34.8386,-96.6356,Gas,Northern States Power Co - Minnesota,U.S. Energy Information Administration
United States of America,Anheuser-Busch #2,USA0059331,1.6,-34.8386,-122.0925,Wind,Foundation CA Fund VII Manager  LLC,U.S. Energy Information Administration
United States of America,Anheuser-Busch Jacksonville,USA0010431,8.6,-34.8386,-81.6454,Gas,Anheuser-Busch Inc,U.S. Energy Information Administration
United States of America,Anheuser-Busch St Louis,USA0010430,26.1,-34.8386,-90.2107,Gas,Anheuser-Busch Inc,U.S. Energy Information Administration
United States of America,Aniak,USA0007182,1.7,-34.8386,-159.5356,Oil,Aniak Light & Power Co Inc,U.S. Energy Information Administration
United States of America,Animas,USA0002465,18.8,-34.8386,-108.192,Gas,City of Farmington - NM,U.S. Energy Information Administration
United States of America,Anita,USA0001123,2.9,-34.8386,-94.7665,Oil,City of Anita - IA,U.S. Energy Information Administration
United States of America,Annandale Solar,USA0060520,6,-34.8386,-94.1069,Solar,Enel Green Power NA  Inc.,U.S. Energy Information Administration
United States of America,Annex Creek,USA0000062,4,-34.8386,-134.101,Hydro,Alaska Electric Light&Power Co,U.S. Energy Information Administration
United States of America,Ansley,USA0002214,1.5,-34.8386,-99.3863,Gas,City of Ansley - NE,U.S. Energy Information Administration
United States of America,Anson Abenaki Hydros,USA0010186,29,-34.8386,-69.8867,Hydro,Eagle Creek RE LLC,U.S. Energy Information Administration
United States of America,Anson County Generation Facility,USA0056249,343.8,-34.8386,-79.9217,Gas,North Carolina El Member Corp,U.S. Energy Information Administration
United States of America,Antares-GRE 314 East Lyme LLC,USA0059495,4,-34.8386,-72.2344,Solar,GRE 314 East Lyme LLC,U.S. Energy Information Administration
United States of America,Antelope Big Sky Ranch,USA0060279,20,-34.8386,-118.2877,Solar,Sustainable Power Group  LLC,U.S. Energy Information Administration
United States of America,Antelope DSR 1,USA0060186,50,-34.8386,-118.2807,Solar,Sustainable Power Group  LLC,U.S. Energy Information Administration
United States of America,Antelope DSR 2,USA0060187,5,-34.8386,-118.3117,Solar,Sustainable Power Group  LLC,U.S. Energy Information Administration
United States of America,Antelope Station,USA0057865,167.4,-34.8386,-101.8433,Gas,Golden Spread Electric Cooperative  Inc,U.S. Energy Information Administration
United States of America,Antelope Valley,USA0006469,869.8,-34.8386,-101.8357,Coal,Basin Electric Power Coop,U.S. Energy Information Administration
United States of America,Anthony,USA0001258,11.1,-34.8386,-98.0311,Gas,City of Anthony - KS,U.S. Energy Information Administration
United States of America,Anthony Wayne Solar #1,USA0059489,1.7,-34.8386,-83.5747,Solar,GEM Energy LLC,U.S. Energy Information Administration
United States of America,Antlia Community Solar,USA0060937,2,-34.8386,-96.1382,Solar,Antlia Community Solar,U.S. Energy Information Administration
United States of America,Apache Solar 1,USA0060964,90,-34.8386,-109.8904,Solar,Arizona Electric Pwr Coop Inc,U.S. Energy Information Administration
United States of America,Apache Station,USA0000160,660.7,-34.8386,-109.8931,Coal,Arizona Electric Pwr Coop Inc,U.S. Energy Information Administration
United States of America,Apalachia,USA0003394,93.6,-34.8386,-84.2956,Hydro,Tennessee Valley Authority,U.S. Energy Information Administration
United States of America,Apex Generating Station,USA0055514,600.6,-34.8386,-114.9609,Gas,Los Angeles Department of Water & Power,U.S. Energy Information Administration
United States of America,Apex Solar PV Power Project,USA0058489,20,-34.8386,-114.97,Solar,Southern Power Co,U.S. Energy Information Administration
United States of America,Apple Blossom Wind Farm,USA0058690,100,-34.8386,-83.315,Wind,Apple Blossom Wind  LLC,U.S. Energy Information Administration
United States of America,Apple Campus 2 Fuel Cell,USA0059557,4,-34.8386,-122.01,Waste,Apple  Inc,U.S. Energy Information Administration
United States of America,Apple Campus 2 PV,USA0059473,14.4,-34.8386,-122.01,Solar,Apple  Inc,U.S. Energy Information Administration
United States of America,Apple Data Center - Fuel Cell 1&2,USA0058264,10.5,-34.8386,-81.2667,Waste,Apple  Inc,U.S. Energy Information Administration
United States of America,Apple Data Center - PV2,USA0058701,20,-34.8386,-81.2078,Solar,Apple  Inc,U.S. Energy Information Administration
United States of America,Apple Data Center PV,USA0057994,21,-34.8386,-81.252,Solar,Apple  Inc,U.S. Energy Information Administration
United States of America,Apple Data Center PV3,USA0059474,17.5,-34.8386,-81.15,Solar,Apple  Inc,U.S. Energy Information Administration
United States of America,Apple One,USA0058828,5,-34.8386,-81.1569,Solar,Cypress Creek Renewables,U.S. Energy Information Administration
United States of America,Apple River,USA0006231,2.4,-34.8386,-92.7162,Hydro,Northern States Power Co - Minnesota,U.S. Energy Information Administration
United States of America,Appleton,USA0004043,2.2,-34.8386,-88.4096,Hydro,Wisconsin Electric Power Co,U.S. Energy Information Administration
United States of America,Aqua Ingrams Mill,USA0057280,1,-34.8386,-75.6578,Solar,Aqua America Inc,U.S. Energy Information Administration
United States of America,Aragonne Wind LLC,USA0056336,90,-34.8386,-105.0108,Wind,Leeward Asset Management  LLC,U.S. Energy Information Administration
United States of America,Arapahoe 3 Community Solar Array,USA0060724,1.8,-34.8386,-104.6742,Solar,Clean Focus Renewables  Inc.,U.S. Energy Information Administration
United States of America,Arapahoe Combustion Turbine Project,USA0055200,194,-34.8386,-105.0018,Gas,SWG Arapahoe  LLC,U.S. Energy Information Administration
United States of America,Ararat Rock Solar  LLC,USA0058492,3.5,-34.8386,-80.6006,Solar,O2energies  Inc.,U.S. Energy Information Administration
United States of America,Arba Solar  LLC,USA0058801,2,-34.8386,-77.7036,Solar,Argand Energy Solutions  LLC,U.S. Energy Information Administration
United States of America,Arbuckle Mountain Wind Farm LLC,USA0059234,100,-34.8386,-97.1369,Wind,Arbuckle Mountain Wind Farm LLC,U.S. Energy Information Administration
United States of America,Arcadia Electric,USA0004100,16.9,-34.8386,-91.5034,Oil,City of Arcadia - WI,U.S. Energy Information Administration
United States of America,Arcanum,USA0002902,1.2,-34.8386,-84.5503,Oil,City of Arcanum - OH,U.S. Energy Information Administration
United States of America,Arcanum Peaking,USA0007781,1.8,-34.8386,-84.5513,Oil,American Mun Power-Ohio  Inc,U.S. Energy Information Administration
United States of America,ArcelorMittal Burns Harbor,USA0010245,176.2,-34.8386,-87.1387,Gas,ArcelorMittal Burns Harbor Inc,U.S. Energy Information Administration
United States of America,ArcelorMittal Indiana Harbor West,USA0010397,152,-34.8386,-87.4523,Gas,ArcelorMittal Indiana Harbor West,U.S. Energy Information Administration
United States of America,ArcelorMittal Warren,USA0054207,20.5,-34.8386,-80.8176,Gas,ArcelorMittal Warren Inc,U.S. Energy Information Administration
United States of America,Arcelormittal Cleveland Inc,USA0010398,68,-34.8386,-81.6728,Gas,ArcelorMittal Cleveland Inc,U.S. Energy Information Administration
United States of America,Archbald Power Station,USA0050279,92.9,-34.8386,-75.5406,Gas,PEI Power Corp,U.S. Energy Information Administration
United States of America,Archdiocese of Baltimore J,USA0060662,2,-34.8386,-76.217,Solar,Constellation New Energy Inc.,U.S. Energy Information Administration
United States of America,Archdiocese of Baltimore L,USA0060663,2,-34.8386,-76.217,Solar,Constellation New Energy Inc.,U.S. Energy Information Administration
United States of America,Archer Daniels Midland Cedar Rapids,USA0010864,294.6,-34.8386,-91.6875,Coal,Archer Daniels Midland Co,U.S. Energy Information Administration
United States of America,Archer Daniels Midland Clinton,USA0010860,180,-34.8386,-90.2097,Coal,Archer Daniels Midland Co,U.S. Energy Information Administration
United States of America,Archer Daniels Midland Columbus,USA0057046,71.4,-34.8386,-97.2863,Coal,Archer Daniels Midland Co,U.S. Energy Information Administration
United States of America,Archer Daniels Midland Decatur,USA0010865,335,-34.8386,-88.8908,Coal,Archer Daniels Midland Co,U.S. Energy Information Administration
United States of America,Archer Daniels Midland Des Moines,USA0010861,7.9,-34.8386,-93.5845,Coal,Archer Daniels Midland Co,U.S. Energy Information Administration
United States of America,Archer Daniels Midland Lincoln,USA0010862,7.9,-34.8386,-96.6145,Coal,Archer Daniels Midland Co,U.S. Energy Information Administration
United States of America,Archer Daniels Midland Mankato,USA0010863,6.1,-34.8386,-93.9924,Coal,Archer Daniels Midland Co,U.S. Energy Information Administration
United States of America,Archer Daniels Midland Peoria,USA0010866,36,-34.8386,-89.6049,Gas,Archer Daniels Midland Co,U.S. Energy Information Administration
United States of America,Archer Daniels Midland Southport,USA0054316,52.5,-34.8386,-77.9905,Gas,Archer Daniels Midland Co,U.S. Energy Information Administration
United States of America,Argonne National Laboratory CHP,USA0060742,6.3,-34.8386,-87.9706,Gas,Argonne National Laboratory,U.S. Energy Information Administration
United States of America,Argus Cogen Plant,USA0010684,62.5,-34.8386,-117.3833,Coal,Searles Valley Minerals Operations Inc.,U.S. Energy Information Administration
United States of America,Argyle,USA0007810,2.3,-34.8386,-89.8697,Oil,City of Argyle - WI,U.S. Energy Information Administration
United States of America,Aries Community Solar,USA0060938,4,-34.8386,-92.9886,Solar,Aries Community Solar,U.S. Energy Information Administration
United States of America,Arizona State University CHP,USA0058199,9.2,-34.8386,-111.9283,Gas,NRG Energy Center Phoenix LLC,U.S. Energy Information Administration
United States of America,Arizona Western College PV,USA0057765,4.7,-34.8386,-114.4961,Solar,Main Street Power,U.S. Energy Information Administration
United States of America,Arkalon Ethanol LLC,USA0058192,3,-34.8386,-100.8036,Gas,Arkalon Ethanol LLC,U.S. Energy Information Administration
United States of America,Arkansas Nuclear One,USA0008055,1845,-34.8386,-93.2351,Nuclear,Entergy Arkansas Inc,U.S. Energy Information Administration
United States of America,Arlington Outlet Hydroelectric Generator,USA0061355,1.3,-34.8386,-97.2429,Hydro,Tarrant Regional Water District,U.S. Energy Information Administration
United States of America,Arlington Valley Energy Facility,USA0055282,713,-34.8386,-112.8897,Gas,Arlington Valley LLC,U.S. Energy Information Administration
United States of America,Arlington Valley Solar Energy II,USA0057680,129,-34.8386,-112.8339,Solar,Arlington Valley Solar Energy II LLC,U.S. Energy Information Administration
United States of America,Arlington Wind Power Project,USA0056855,103,-34.8386,-120.2008,Wind,Arlington Wind Power Project LLC,U.S. Energy Information Administration
United States of America,Armenia Mountain Wind Farm,USA0057044,100.5,-34.8386,-76.8553,Wind,Allete Clean Energy,U.S. Energy Information Administration
United States of America,Armstrong,USA0055347,688,-34.8386,-79.3517,Gas,Armstrong Power LLC,U.S. Energy Information Administration
United States of America,Arndt Farm,USA0058315,5,-34.8386,-81.1756,Solar,Strata Fund 2 Lessee LLC,U.S. Energy Information Administration
United States of America,Arnold,USA0002216,1.1,-34.8386,-100.1956,Oil,Village of Arnold - NE,U.S. Energy Information Administration
United States of America,Arpin Dam,USA0003995,1.4,-34.8386,-91.2028,Hydro,Renewable World Energies LLC,U.S. Energy Information Administration
United States of America,Arrache 4006,USA0058445,2,-34.8386,-118.0511,Solar,CD US Solar MT 2 LLC,U.S. Energy Information Administration
United States of America,Arrache 4013,USA0058446,1.5,-34.8386,-118.0519,Solar,CD US Solar MT 2 LLC,U.S. Energy Information Administration
United States of America,Arrache 8083,USA0058447,4,-34.8386,-118.0611,Solar,CD US Solar MT 2 LLC,U.S. Energy Information Administration
United States of America,Arrowrock Hydroelectric Project,USA0056997,15,-34.8386,-115.9233,Hydro,Boise-Kuna Irrigation District,U.S. Energy Information Administration
United States of America,Arsenal Hill,USA0001416,125,-34.8386,-93.7611,Gas,Southwestern Electric Power Co,U.S. Energy Information Administration
United States of America,Arthur Kill Generating Station,USA0002490,895.5,-34.8386,-74.2,Gas,NRG Arthur Kill Operations Inc,U.S. Energy Information Administration
United States of America,Arthur Von Rosenberg,USA0007512,575,-34.8386,-98.384,Gas,City of San Antonio - TX,U.S. Energy Information Administration
United States of America,Arvada,USA0008028,22.5,-34.8386,-106.1092,Gas,Basin Electric Power Coop,U.S. Energy Information Administration
United States of America,Arvah B Hopkins,USA0000688,654.1,-34.8386,-84.4,Gas,City of Tallahassee - FL,U.S. Energy Information Administration
United States of America,Arzon Solar UASTP Solar Power Station,USA0057930,1.9,-34.8386,-110.8247,Solar,FRB Solar LLC,U.S. Energy Information Administration
United States of America,Asbury,USA0002076,212.8,-34.8386,-94.5893,Coal,Empire District Electric Co,U.S. Energy Information Administration
United States of America,Ascend Performance Materials Texas Inc.,USA0010418,52.1,-34.8386,-95.2103,Gas,Ascend Performance Materials,U.S. Energy Information Administration
United States of America,Ascutney,USA0003708,13.2,-34.8386,-72.4203,Oil,Green Mountain Power Corp,U.S. Energy Information Administration
United States of America,Ashby Duffy CSG Solar Farm,USA0061399,1.8,-34.8386,-71.83,Solar,LSE Cassiopeia LLC,U.S. Energy Information Administration
United States of America,Ashdown,USA0054104,156.5,-34.8386,-94.1083,Biomass,Domtar Industries Inc,U.S. Energy Information Administration
United States of America,Asheville,USA0002706,837.1,-34.8386,-82.5417,Gas,Duke Energy Progress - NC,U.S. Energy Information Administration
United States of America,Ashland,USA0001259,5.6,-34.8386,-99.7631,Oil,City of Ashland - KS,U.S. Energy Information Administration
United States of America,Ashley Solar Farm,USA0059566,4,-34.8386,-80.7989,Solar,Ashley Solar Farm  LLC,U.S. Energy Information Administration
United States of America,Ashokan,USA0000088,4.6,-34.8386,-74.2063,Hydro,New York Power Authority,U.S. Energy Information Administration
United States of America,Ashtabula,USA0055990,26.1,-34.8386,-80.7612,Gas,DTE Ashtabula  LLC,U.S. Energy Information Administration
United States of America,Ashtabula Wind Energy Center,USA0057032,48,-34.8386,-97.8961,Wind,Otter Tail Power Co,U.S. Energy Information Administration
United States of America,Ashtabula Wind II LLC,USA0057121,120,-34.8386,-97.9317,Wind,Ashtabula Wind II LLC,U.S. Energy Information Administration
United States of America,Ashtabula Wind III LLC,USA0057387,62.4,-34.8386,-97.8956,Wind,Ashtabula Wind III LLC,U.S. Energy Information Administration
United States of America,Ashton,USA0000825,6.7,-34.8386,-111.4973,Hydro,PacifiCorp,U.S. Energy Information Administration
United States of America,Aspen Solar  LLC,USA0059694,5,-34.8386,-78.0121,Solar,SRE Utility Solar 1  LLC,U.S. Energy Information Administration
United States of America,Aspiration G,USA0059737,9,-34.8386,-120.3525,Solar,Sustainable Power Group  LLC,U.S. Energy Information Administration
United States of America,Astoria Energy,USA0055375,595,-34.8386,-73.8964,Gas,Astoria Energy LLC,U.S. Energy Information Administration
United States of America,Astoria Energy II,USA0057664,650,-34.8386,-73.8966,Gas,Astoria Energy II LLC,U.S. Energy Information Administration
United States of America,Astoria Gas Turbines,USA0055243,646.9,-34.8386,-73.9048,Gas,NRG Astoria Gas Turbine Operations Inc,U.S. Energy Information Administration
United States of America,Astoria Generating Station,USA0008906,1345,-34.8386,-73.9126,Gas,U S Power Generating Company LLC,U.S. Energy Information Administration
United States of America,Astra Wind Farm,USA0060856,163,-34.8386,-102.0524,Wind,Astra Wind LLC,U.S. Energy Information Administration
United States of America,Atascosita,USA0055526,10.2,-34.8386,-95.2422,Waste,TX LFG Energy  LP,U.S. Energy Information Administration
United States of America,Athens Energy,USA0060457,8.5,-34.8386,-69.6607,Waste,Athens Energy  LLC,U.S. Energy Information Administration
United States of America,Athens Generating Plant,USA0055405,1323,-34.8386,-73.8492,Gas,New Athens Generating Company LLC,U.S. Energy Information Administration
United States of America,Athens Regional Medical Center,USA0055319,4.6,-34.8386,-83.3981,Oil,Athens Regional Medical Center,U.S. Energy Information Administration
United States of America,Atkinson Farm Solar,USA0060982,5,-34.8386,-77.7952,Solar,Atkinson Farm  LLC,U.S. Energy Information Administration
United States of America,Atlanta Gift Mart LP,USA0054877,1.2,-34.8386,-84.3892,Oil,Atlanta Gift Mart LP,U.S. Energy Information Administration
United States of America,Atlantic,USA0001124,10,-34.8386,-95,Gas,Atlantic Municipal Utilities,U.S. Energy Information Administration
United States of America,Atlantic City Convention Center,USA0056900,2,-34.8386,-74.4408,Solar,Constellation Solar New Jersey  LLC,U.S. Energy Information Administration
United States of America,Atlantic Coast Freezers Solar Facility,USA0058360,2.2,-34.8386,-75.029,Solar,KDC Solar O&M LLC,U.S. Energy Information Administration
United States of America,Attala,USA0055220,551.3,-34.8386,-89.6753,Gas,Entergy Mississippi Inc,U.S. Energy Information Administration
United States of America,Atwater Solar,USA0060521,4,-34.8386,-94.7697,Solar,Enel Green Power NA  Inc.,U.S. Energy Information Administration
United States of America,Atwell Island,USA0058366,20.2,-34.8386,-119.5108,Solar,SPS Atwell Island LLC,U.S. Energy Information Administration
United States of America,Atwell Island West Solar,USA0059414,20,-34.8386,-119.4597,Solar,Consolidated Edison Development Inc.,U.S. Energy Information Administration
United States of America,Auburn,USA0002215,18.7,-34.8386,-95.8464,Gas,Auburn Board of Public Works,U.S. Energy Information Administration
United States of America,Auburn LFG Energy Facility,USA0057636,2.2,-34.8386,-76.5939,Waste,City of Auburn  New York,U.S. Energy Information Administration
United States of America,Auburn State Street,USA0008009,7,-34.8386,-76.5921,Gas,New York State Elec & Gas Corp,U.S. Energy Information Administration
United States of America,Auburndale Peaker Energy Center,USA0055833,130.1,-34.8386,-81.8059,Gas,Auburndale Peaker Energy Center LLC,U.S. Energy Information Administration
United States of America,Audrain Generating Station,USA0055234,814.4,-34.8386,-91.5369,Gas,Union Electric Co - MO,U.S. Energy Information Administration
United States of America,Audrey Solar,USA0058732,3,-34.8386,-81.6219,Solar,Audrey Solar LLC,U.S. Energy Information Administration
United States of America,Auglaize Hydro,USA0007657,3.6,-34.8386,-84.3998,Hydro,City of Bryan - OH,U.S. Energy Information Administration
United States of America,August Wind Farm,USA0061644,1.8,-34.8386,-94.4756,Wind,August Wind Energy  LLC,U.S. Energy Information Administration
United States of America,Augusta Electric Plant No 1,USA0001261,11.5,-34.8386,-96.9719,Gas,City of Augusta - KS,U.S. Energy Information Administration
United States of America,Augusta Electric Plant No 2,USA0006791,20.7,-34.8386,-96.965,Gas,City of Augusta - KS,U.S. Energy Information Administration
United States of America,Augustus Farm  LLC,USA0060313,4.9,-34.8386,-77.6391,Solar,Augustus Farm  LLC,U.S. Energy Information Administration
United States of America,Auke Bay,USA0007250,36.2,-34.8386,-134.6446,Oil,Alaska Electric Light&Power Co,U.S. Energy Information Administration
United States of America,Aurora,USA0055279,1275,-34.8386,-88.2265,Gas,Aurora Generation LLC,U.S. Energy Information Administration
United States of America,Aurora Energy LLC Chena,USA0000079,27.5,-34.8386,-147.7351,Coal,Aurora Energy LLC,U.S. Energy Information Administration
United States of America,Austin,USA0003594,18,-34.8386,-97.7844,Hydro,Lower Colorado River Authority,U.S. Energy Information Administration
United States of America,Austin Gas Recovery,USA0056524,6.4,-34.8386,-97.6217,Waste,WM Renewable Energy LLC,U.S. Energy Information Administration
United States of America,Auten Road Farm  LLC,USA0060634,5,-34.8386,-81.1373,Solar,Cypress Creek Renewables,U.S. Energy Information Administration
United States of America,Autumn Hills LLC,USA0055566,1.9,-34.8386,-96.4325,Wind,CHI Operations Inc,U.S. Energy Information Administration
United States of America,Auwahi Wind Energy,USA0057996,35,-34.8386,-156.318,Wind,Auwahi Wind Energy LLC,U.S. Energy Information Administration
United States of America,Avalon Hydropower,USA0054801,1.2,-34.8386,-79.9525,Hydro,Avalon Hydropower LLC,U.S. Energy Information Administration
United States of America,Avalon Solar,USA0059168,29,-34.8386,-110.9606,Solar,Avalon Solar,U.S. Energy Information Administration
United States of America,Avalon Solar II,USA0060062,16,-34.8386,-110.9584,Solar,Avalon Solar Partners II  LLC,U.S. Energy Information Administration
United States of America,Avenal Park,USA0057359,6,-34.8386,-120.11,Solar,Avenal Solar Holdings LLC,U.S. Energy Information Administration
United States of America,Avenue A Generator Sets,USA0007854,3.6,-34.8386,-89.6894,Oil,City of Rock Falls - IL,U.S. Energy Information Administration
United States of America,Avon Lake,USA0002836,712.1,-34.8386,-82.0546,Coal,NRG Power Midwest LP,U.S. Energy Information Administration
United States of America,Avon Park,USA0000624,67.4,-34.8386,-81.4928,Oil,Duke Energy Florida  LLC,U.S. Energy Information Administration
United States of America,Avra Valley Solar,USA0057657,26.5,-34.8386,-111.2828,Solar,NRG Solar Avra Valley,U.S. Energy Information Administration
United States of America,Axiall Natrium Plant,USA0050491,123,-34.8386,-80.8547,Gas,Westlake Chemical Natrium Plant,U.S. Energy Information Administration
United States of America,Axiall Plaquemine,USA0055051,306,-34.8386,-91.185,Gas,Axiall Corp,U.S. Energy Information Administration
United States of America,Axio Green LLC,USA0058702,2,-34.8386,-72.61,Solar,Axio Green LLC,U.S. Energy Information Administration
United States of America,Axium Modesto Solar,USA0058039,25,-34.8386,-120.9956,Solar,Axium US Solar Holdings LLC,U.S. Energy Information Administration
United States of America,Ayers Island,USA0002355,8.4,-34.8386,-71.7177,Hydro,Public Service Co of NH,U.S. Energy Information Administration
United States of America,Ayers Village Solar,USA0059463,2,-34.8386,-71.1775,Solar,DESRI V Mass Solar Holdco  LLC,U.S. Energy Information Administration
United States of America,Ayrshire,USA0058792,19.4,-34.8386,-81.6153,Solar,CD Global Solar Holdings  LLC,U.S. Energy Information Administration
United States of America,Azalea Solar  LLC,USA0058482,7.7,-34.8386,-82.5917,Solar,Dominion Renewable Energy,U.S. Energy Information Administration
United States of America,Aziscohos Hydroelectric Project,USA0050999,6.7,-34.8386,-70.9975,Hydro,Brookfield White Pine Hydro LLC,U.S. Energy Information Administration
United States of America,Azusa,USA0006449,3,-34.8386,-117.9093,Hydro,City of Pasadena - CA,U.S. Energy Information Administration
United States of America,B Braun Medical,USA0050200,6.1,-34.8386,-117.8348,Gas,B Braun Medical Inc,U.S. Energy Information Administration
United States of America,B L England,USA0002378,339.6,-34.8386,-74.6364,Oil,RC Cape May Holdings LLC,U.S. Energy Information Administration
United States of America,B&K Energy Systems LLC,USA0056210,2,-34.8386,-95.3755,Wind,Brewster,U.S. Energy Information Administration
United States of America,B.R. Corcoran CSG,USA0061453,5,-34.8386,-93.6432,Solar,Minnesota Solar CSG 19  LLC,U.S. Energy Information Administration
United States of America,B.R. Sartell CSG,USA0061454,3,-34.8386,-94.2254,Solar,Minnesota Solar CSG 21  LLC,U.S. Energy Information Administration
United States of America,B.R. Sauk Rapids CSG,USA0061455,5,-34.8386,-94.0782,Solar,Minnesota Solar CSG 9  LLC,U.S. Energy Information Administration
United States of America,BASF Freeport Works,USA0055311,92.7,-34.8386,-95.394,Gas,BASF Corporation,U.S. Energy Information Administration
United States of America,BBB Corporate Headquarters,USA0058093,1,-34.8386,-74.305,Solar,Bed Bath & Beyond,U.S. Energy Information Administration
United States of America,BC Energy LLC,USA0056624,4,-34.8386,-95.4253,Wind,Ewington Wind Project,U.S. Energy Information Administration
United States of America,BC Landfill Energy LLC,USA0057847,7.5,-34.8386,-74.6656,Waste,BC Landfill Energy LLC,U.S. Energy Information Administration
United States of America,BC Solar,USA0060616,8,-34.8386,-120.3598,Solar,BC Solar,U.S. Energy Information Administration
United States of America,BG Stewart Solar Farm  LLC,USA0059930,5,-34.8386,-80.3896,Solar,Cypress Creek Renewables,U.S. Energy Information Administration
United States of America,BJ Gas Recovery,USA0054392,1.6,-34.8386,-84.2378,Waste,WM Renewable Energy LLC,U.S. Energy Information Administration
United States of America,BJ's Wholesale Club  Inc- Uxbridge,USA0060116,1,-34.8386,-71.6041,Solar,Tesla Inc.,U.S. Energy Information Administration
United States of America,BJ's Wholesale Club Inc Dist Center,USA0060227,1.4,-34.8386,-74.8259,Solar,Tesla Inc.,U.S. Energy Information Administration
United States of America,BMW Manufacturing Co,USA0058173,11,-34.8386,-82.1783,Waste,BMW Manufacturing Co LLC,U.S. Energy Information Administration
United States of America,BNB Camden Solar,USA0061893,3.7,-34.8386,-75.108,Solar,BNB Camden Solar LLC,U.S. Energy Information Administration
